ID_Cliente,Edad,Género,Ítem_Comprado,Categoría,Cantidad_Pagada (dólares),Ubicación,Talla,Color,Temporada,Calificación_Reseña,Suscripción,Tipo_Envío,Descuento,Compras_Anteriores,Tipo_Pago,Frecuencia_Compra
2057,55,Masculino,Mochila,Accesorios,"$46,00",Minnesota,L,Azul,Primavera,"4,4",No,Envío en 2 días,No,29,PayPal,Mensual
2058,66,Masculino,Medias,Ropa,"$37,00",South Dakota,L,Amarillo,Primavera,"4,2",No,Estándar,No,5,PayPal,Trimestral
2059,29,Masculino,Camisa,Ropa,"$98,00",Washington,M,Marrón,Invierno,"3,3",No,Recogida en tienda,No,17,Transferencia bancaria,Trimestral
2060,56,Masculino,Bermudas,Ropa,"$50,00",California,XL,Beige,Primavera,"3,7",No,Express,No,50,PayPal,Semanalmente
2061,21,Masculino,Cinturón,Accesorios,"$63,00",Wisconsin,M,Azul,Otoño,"3,2",No,Entrega al día siguiente,No,23,Transferencia bancaria,Trimestral
2062,32,Masculino,Jersey,Ropa,"$70,00",Michigan,S,Magenta,Verano,"2,6",No,Recogida en tienda,No,22,Tarjeta de débito,Anualmente
2063,54,Masculino,Abrigo,Ropa de abrigo,"$63,00",South Carolina,L,Plata,Otoño,"2,8",No,Estándar,No,15,Dinero,Trimestral
2064,61,Masculino,Bermudas,Ropa,"$86,00",Indiana,M,Cian,Otoño,"2,9",No,Estándar,No,32,Dinero,Mensual
2065,31,Masculino,Zapatos,Calzado,"$99,00",Arkansas,M,Verde,Verano,"4,0",No,Envío en 2 días,No,5,Transferencia bancaria,Mensual
2066,27,Masculino,Zapatillas,Calzado,"$40,00",Oregon,M,Azul,Primavera,"2,9",No,Envío gratis,No,6,Transferencia bancaria,Quincenal
2067,64,Masculino,Zapatillas,Calzado,"$92,00",Illinois,M,Aceituna,Otoño,"4,7",No,Recogida en tienda,No,44,Tarjeta de débito,Quincenal
2068,60,Masculino,Pantalones,Ropa,"$21,00",Maryland,XL,Beige,Otoño,"3,1",No,Envío en 2 días,No,23,Dinero,Quincenal
2069,70,Masculino,Joyas,Accesorios,"$81,00",Vermont,XL,Negro,Verano,"3,9",No,Recogida en tienda,No,44,Venmo,Mensual
2070,36,Masculino,Camiseta,Ropa,"$82,00",Texas,M,Índigo,Otoño,"3,4",No,Envío gratis,No,3,Tarjeta de débito,Trimestral
2071,56,Masculino,Joyas,Accesorios,"$88,00",Nebraska,XL,Rojo,Primavera,"3,1",No,Express,No,14,Dinero,Mensual
2072,69,Masculino,Chaqueta,Ropa de abrigo,"$100,00",South Carolina,S,Amarillo,Otoño,"4,8",No,Recogida en tienda,No,37,PayPal,Trimestral
2073,39,Masculino,Mochila,Accesorios,"$66,00",Massachusetts,M,Beige,Invierno,"3,9",No,Entrega al día siguiente,No,22,Transferencia bancaria,Semanalmente
2074,38,Masculino,Cinturón,Accesorios,"$25,00",Texas,S,Verde,Invierno,"3,5",No,Entrega al día siguiente,No,2,PayPal,Trimestral
2075,36,Masculino,Bufanda,Accesorios,"$53,00",Florida,M,Blanco,Verano,"3,1",No,Envío gratis,No,44,Tarjeta de débito,Quincenal
2076,46,Masculino,Jersey,Ropa,"$28,00",South Carolina,S,Turquesa,Otoño,"4,7",No,Express,No,49,Tarjeta de débito,Mensual
2077,59,Masculino,Guantes,Accesorios,"$23,00",Florida,S,Índigo,Otoño,"4,6",No,Envío gratis,No,22,Tarjeta de débito,Quincenal
2078,64,Masculino,Bufanda,Accesorios,"$34,00",Nebraska,L,Naranja,Otoño,"3,3",No,Envío gratis,No,26,Transferencia bancaria,Anualmente
2079,49,Masculino,Traje,Ropa,"$42,00",Hawaii,M,Azul,Primavera,"3,2",No,Entrega al día siguiente,No,40,Tarjeta de débito,Semanalmente
2080,32,Masculino,Vaqueros,Ropa,"$24,00",Montana,L,Violeta,Verano,"3,1",No,Entrega al día siguiente,No,16,PayPal,Trimestral
2081,29,Masculino,Gafas de sol,Accesorios,"$47,00",South Dakota,S,Gris,Otoño,"3,5",No,Envío gratis,No,17,Tarjeta de débito,Quincenal
2082,24,Masculino,Abrigo,Ropa de abrigo,"$78,00",Alabama,S,Cian,Primavera,"4,3",No,Estándar,No,48,Transferencia bancaria,Quincenal
2083,41,Masculino,Vaqueros,Ropa,"$89,00",Arkansas,M,Amarillo,Verano,"2,9",No,Envío gratis,No,28,Venmo,Trimestral
2084,41,Masculino,Bufanda,Accesorios,"$59,00",Mississippi,L,Naranja,Otoño,"2,7",No,Recogida en tienda,No,26,Tarjeta de crédito,Quincenal
2085,32,Masculino,Blusa,Ropa,"$94,00",Vermont,S,Marrón,Verano,"4,0",No,Estándar,No,43,Transferencia bancaria,Trimestral
2086,69,Masculino,Vaqueros,Ropa,"$49,00",New York,M,Verde azulado,Otoño,"4,6",No,Envío gratis,No,38,Tarjeta de débito,Semanalmente
2087,65,Masculino,Traje,Ropa,"$89,00",North Dakota,L,Beige,Verano,"4,7",No,Envío en 2 días,No,36,Dinero,Trimestral
2088,54,Masculino,Sombrero,Accesorios,"$91,00",Wisconsin,M,Azul,Verano,"4,7",No,Estándar,No,1,Tarjeta de crédito,Semanalmente
2089,39,Masculino,Sandalias,Calzado,"$89,00",California,L,Naranja,Primavera,"4,0",No,Estándar,No,49,Tarjeta de débito,Anualmente
2090,37,Masculino,Chaqueta,Ropa de abrigo,"$57,00",Maryland,L,Oro,Primavera,"3,6",No,Envío gratis,No,41,Tarjeta de crédito,Trimestral
2091,51,Masculino,Medias,Ropa,"$71,00",Massachusetts,S,Verde azulado,Invierno,"3,4",No,Envío gratis,No,21,Tarjeta de débito,Mensual
2092,26,Masculino,Vaqueros,Ropa,"$97,00",Washington,XL,Beige,Otoño,"3,0",No,Entrega al día siguiente,No,24,Transferencia bancaria,Trimestral
2093,42,Masculino,Sandalias,Calzado,"$45,00",Minnesota,M,Plata,Otoño,"2,6",No,Entrega al día siguiente,No,27,Transferencia bancaria,Semanalmente
2094,21,Masculino,Traje,Ropa,"$91,00",Washington,M,Granate,Primavera,"4,2",No,Recogida en tienda,No,4,Tarjeta de débito,Anualmente
2095,53,Masculino,Medias,Ropa,"$25,00",South Carolina,M,Índigo,Primavera,"3,4",No,Estándar,No,19,Venmo,Anualmente
2096,36,Masculino,Sudadera,Ropa,"$63,00",New Mexico,M,Gris,Otoño,"4,0",No,Recogida en tienda,No,1,Transferencia bancaria,Quincenal
2097,21,Masculino,Traje,Ropa,"$52,00",North Carolina,L,Azul,Verano,"4,7",No,Envío gratis,No,27,Tarjeta de débito,Anualmente
2098,33,Masculino,Zapatillas,Calzado,"$43,00",Iowa,S,Cian,Invierno,"3,9",No,Entrega al día siguiente,No,5,Tarjeta de crédito,Semanalmente
2099,49,Masculino,Camiseta,Ropa,"$28,00",Louisiana,M,Blanco,Verano,"3,3",No,Envío en 2 días,No,20,Venmo,Trimestral
2100,31,Masculino,Camiseta,Ropa,"$78,00",Oklahoma,L,Verde,Verano,"2,9",No,Express,No,50,PayPal,Anualmente
2101,68,Masculino,Jersey,Ropa,"$31,00",Michigan,M,Plata,Primavera,"4,4",No,Envío gratis,No,36,Dinero,Quincenal
2102,49,Masculino,Camisa,Ropa,"$23,00",Oregon,M,Azul,Invierno,"3,6",No,Entrega al día siguiente,No,12,Transferencia bancaria,Quincenal
2103,23,Masculino,Sombrero,Accesorios,"$25,00",Idaho,M,Marrón,Primavera,"4,5",No,Recogida en tienda,No,23,Dinero,Mensual
2104,30,Masculino,Pantalones,Ropa,"$86,00",Indiana,S,Rojo,Verano,"3,7",No,Recogida en tienda,No,21,Venmo,Semanalmente
2105,53,Masculino,Zapatos,Calzado,"$88,00",New Mexico,M,Oro,Primavera,"2,8",No,Envío gratis,No,47,Venmo,Semanalmente
2106,65,Masculino,Guantes,Accesorios,"$35,00",South Carolina,M,Plata,Primavera,"4,5",No,Envío gratis,No,38,Venmo,Quincenal
2107,60,Masculino,Joyas,Accesorios,"$34,00",Vermont,M,Gris,Otoño,"4,4",No,Estándar,No,40,Tarjeta de crédito,Trimestral
2108,46,Masculino,Pantalones,Ropa,"$75,00",Delaware,M,Negro,Invierno,"3,3",No,Estándar,No,35,PayPal,Trimestral
2109,54,Masculino,Sudadera,Ropa,"$46,00",North Dakota,XL,Beige,Invierno,"4,2",No,Express,No,4,Tarjeta de crédito,Trimestral
2110,59,Masculino,Joyas,Accesorios,"$31,00",California,L,Durazno,Otoño,"2,7",No,Envío gratis,No,28,Venmo,Trimestral
2111,52,Masculino,Medias,Ropa,"$93,00",Montana,L,Cian,Primavera,"3,9",No,Recogida en tienda,No,36,Tarjeta de débito,Trimestral
2112,41,Masculino,Gafas de sol,Accesorios,"$85,00",Missouri,XL,Rosa,Primavera,"2,6",No,Envío gratis,No,15,Transferencia bancaria,Anualmente
2113,43,Masculino,Cinturón,Accesorios,"$68,00",Tennessee,M,Lavanda,Otoño,"4,5",No,Envío en 2 días,No,7,Dinero,Quincenal
2114,63,Masculino,Traje,Ropa,"$40,00",Virginia,M,Marrón,Primavera,"2,7",No,Recogida en tienda,No,29,PayPal,Trimestral
2115,37,Masculino,Camisa,Ropa,"$51,00",Vermont,M,Magenta,Invierno,"2,9",No,Estándar,No,12,Tarjeta de débito,Anualmente
2116,44,Masculino,Bufanda,Accesorios,"$85,00",Rhode Island,M,Violeta,Invierno,"3,4",No,Recogida en tienda,No,16,Transferencia bancaria,Quincenal
2117,67,Masculino,Chaqueta,Ropa de abrigo,"$23,00",Kansas,M,Verde azulado,Verano,"2,9",No,Express,No,50,Tarjeta de débito,Quincenal
2118,27,Masculino,Traje,Ropa,"$28,00",Colorado,L,Marrón,Verano,"3,8",No,Envío gratis,No,11,Tarjeta de débito,Anualmente
2119,60,Masculino,Medias,Ropa,"$44,00",Georgia,M,Aceituna,Otoño,"4,2",No,Envío en 2 días,No,28,Tarjeta de débito,Trimestral
2120,58,Masculino,Joyas,Accesorios,"$57,00",Nebraska,M,Índigo,Primavera,"3,5",No,Recogida en tienda,No,36,Venmo,Quincenal
2121,53,Masculino,Bufanda,Accesorios,"$98,00",Missouri,S,Rojo,Otoño,"3,1",No,Entrega al día siguiente,No,38,PayPal,Trimestral
2122,43,Masculino,Mochila,Accesorios,"$68,00",Alaska,M,Aceituna,Invierno,"3,5",No,Envío en 2 días,No,32,Transferencia bancaria,Mensual
2123,32,Masculino,Chaqueta,Ropa de abrigo,"$36,00",Virginia,L,Verde azulado,Otoño,"4,0",No,Express,No,42,Tarjeta de débito,Semanalmente
2124,54,Masculino,Abrigo,Ropa de abrigo,"$71,00",Nebraska,L,Cian,Primavera,"3,7",No,Express,No,22,Tarjeta de débito,Quincenal
2125,47,Masculino,Falda,Ropa,"$60,00",Rhode Island,M,Verde azulado,Otoño,"4,2",No,Entrega al día siguiente,No,22,Venmo,Trimestral
2126,57,Masculino,Abrigo,Ropa de abrigo,"$87,00",New Hampshire,M,Beige,Otoño,"4,8",No,Recogida en tienda,No,31,PayPal,Trimestral
2127,63,Masculino,Zapatos,Calzado,"$38,00",Alabama,XL,Magenta,Invierno,"4,1",No,Express,No,28,Tarjeta de crédito,Mensual
2128,70,Masculino,Botas,Calzado,"$45,00",North Carolina,M,Índigo,Primavera,"4,5",No,Envío en 2 días,No,40,Tarjeta de débito,Semanalmente
2129,62,Masculino,Abrigo,Ropa de abrigo,"$47,00",New Mexico,L,Cian,Otoño,"2,7",No,Envío en 2 días,No,21,PayPal,Semanalmente
2130,40,Masculino,Falda,Ropa,"$57,00",Minnesota,L,Naranja,Otoño,"2,8",No,Recogida en tienda,No,12,PayPal,Trimestral
2131,25,Masculino,Mochila,Accesorios,"$68,00",Arizona,L,Violeta,Verano,"3,7",No,Envío gratis,No,33,Tarjeta de crédito,Anualmente
2132,19,Masculino,Bermudas,Ropa,"$52,00",Montana,M,Rojo,Otoño,"3,6",No,Express,No,9,Transferencia bancaria,Quincenal
2133,25,Masculino,Falda,Ropa,"$87,00",Vermont,M,Magenta,Otoño,"4,7",No,Envío en 2 días,No,15,Tarjeta de débito,Semanalmente
2134,21,Masculino,Sombrero,Accesorios,"$34,00",Maine,M,Aceituna,Verano,"3,8",No,Estándar,No,13,Transferencia bancaria,Anualmente
2135,55,Masculino,Sandalias,Calzado,"$41,00",Virginia,XL,Granate,Invierno,"2,9",No,Estándar,No,35,Tarjeta de crédito,Quincenal
2136,34,Masculino,Gafas de sol,Accesorios,"$94,00",California,S,Amarillo,Invierno,"4,6",No,Entrega al día siguiente,No,1,Tarjeta de débito,Trimestral
2137,47,Masculino,Gafas de sol,Accesorios,"$93,00",New York,M,Rojo,Verano,"2,8",No,Estándar,No,25,Transferencia bancaria,Quincenal
2138,27,Masculino,Medias,Ropa,"$51,00",Indiana,XL,Púrpura,Invierno,"4,6",No,Envío en 2 días,No,20,Tarjeta de crédito,Trimestral
2139,67,Masculino,Jersey,Ropa,"$42,00",Mississippi,M,Verde azulado,Otoño,"2,8",No,Entrega al día siguiente,No,36,Venmo,Trimestral
2140,40,Masculino,Botas,Calzado,"$95,00",New York,M,Rojo,Invierno,"3,0",No,Envío gratis,No,33,Dinero,Semanalmente
2141,53,Masculino,Bolso,Accesorios,"$90,00",New Mexico,M,Marrón,Otoño,"3,7",No,Estándar,No,36,Dinero,Quincenal
2142,24,Masculino,Traje,Ropa,"$98,00",Kentucky,M,Durazno,Invierno,"4,1",No,Envío en 2 días,No,32,PayPal,Anualmente
2143,47,Masculino,Sombrero,Accesorios,"$39,00",North Dakota,M,Granate,Invierno,"4,3",No,Entrega al día siguiente,No,21,Venmo,Trimestral
2144,53,Masculino,Sandalias,Calzado,"$66,00",Arkansas,L,Rojo,Otoño,"3,8",No,Entrega al día siguiente,No,48,Venmo,Quincenal
2145,47,Masculino,Zapatos,Calzado,"$23,00",Maryland,L,Naranja,Invierno,"3,7",No,Envío gratis,No,25,PayPal,Trimestral
2146,38,Masculino,Falda,Ropa,"$73,00",Connecticut,S,Blanco,Invierno,"4,8",No,Estándar,No,32,PayPal,Anualmente
2147,48,Masculino,Gafas de sol,Accesorios,"$23,00",Utah,XL,Blanco,Verano,"4,6",No,Estándar,No,45,PayPal,Trimestral
2148,47,Masculino,Falda,Ropa,"$43,00",Missouri,S,Carbón,Otoño,"4,8",No,Estándar,No,4,Dinero,Quincenal
2149,19,Masculino,Camiseta,Ropa,"$45,00",Nebraska,XL,Turquesa,Invierno,"4,6",No,Envío en 2 días,No,19,PayPal,Quincenal
2150,38,Masculino,Sandalias,Calzado,"$21,00",Hawaii,L,Naranja,Invierno,"4,0",No,Estándar,No,1,Transferencia bancaria,Semanalmente
2151,57,Masculino,Camisa,Ropa,"$40,00",Illinois,M,Naranja,Primavera,"2,6",No,Envío en 2 días,No,12,Dinero,Semanalmente
2152,70,Masculino,Vaqueros,Ropa,"$58,00",Vermont,L,Marrón,Otoño,"2,6",No,Envío en 2 días,No,18,Venmo,Mensual
2153,38,Masculino,Bermudas,Ropa,"$48,00",New Jersey,L,Magenta,Verano,"4,5",No,Entrega al día siguiente,No,43,Transferencia bancaria,Quincenal
2154,35,Masculino,Camisa,Ropa,"$94,00",Kentucky,M,Violeta,Otoño,"4,2",No,Envío gratis,No,31,PayPal,Anualmente
2155,46,Masculino,Bufanda,Accesorios,"$74,00",Wyoming,M,Violeta,Primavera,"3,4",No,Recogida en tienda,No,33,Dinero,Trimestral
2156,32,Masculino,Bolso,Accesorios,"$51,00",Hawaii,L,Amarillo,Otoño,"3,7",No,Recogida en tienda,No,46,PayPal,Mensual
2157,38,Masculino,Falda,Ropa,"$83,00",Missouri,M,Granate,Invierno,"3,6",No,Entrega al día siguiente,No,41,Tarjeta de débito,Quincenal
2158,41,Masculino,Bolso,Accesorios,"$68,00",Mississippi,L,Turquesa,Invierno,"4,0",No,Entrega al día siguiente,No,41,Venmo,Quincenal
2159,19,Masculino,Guantes,Accesorios,"$84,00",Massachusetts,XL,Aceituna,Primavera,"4,6",No,Estándar,No,9,Transferencia bancaria,Quincenal
2160,18,Masculino,Camisa,Ropa,"$58,00",Louisiana,M,Durazno,Otoño,"3,0",No,Envío gratis,No,34,Dinero,Anualmente
2161,45,Masculino,Blusa,Ropa,"$92,00",West Virginia,L,Carbón,Invierno,"3,3",No,Express,No,21,PayPal,Anualmente
2162,23,Masculino,Traje,Ropa,"$69,00",Washington,S,Durazno,Verano,"3,8",No,Express,No,5,Tarjeta de débito,Quincenal
2163,60,Masculino,Bermudas,Ropa,"$48,00",Oregon,S,Negro,Verano,"2,7",No,Envío gratis,No,32,PayPal,Semanalmente
2164,52,Masculino,Zapatos,Calzado,"$60,00",New York,L,Gris,Primavera,"4,5",No,Express,No,44,Transferencia bancaria,Mensual
2165,42,Masculino,Sandalias,Calzado,"$20,00",Iowa,S,Aceituna,Invierno,"4,8",No,Entrega al día siguiente,No,46,PayPal,Quincenal
2166,29,Masculino,Pantalones,Ropa,"$55,00",Idaho,M,Turquesa,Verano,"4,2",No,Express,No,42,Tarjeta de crédito,Trimestral
2167,31,Masculino,Chaqueta,Ropa de abrigo,"$88,00",New Jersey,S,Púrpura,Primavera,"3,5",No,Express,No,50,Tarjeta de crédito,Quincenal
2168,30,Masculino,Falda,Ropa,"$48,00",Ohio,L,Verde,Invierno,"4,9",No,Estándar,No,33,Venmo,Quincenal
2169,23,Masculino,Bolso,Accesorios,"$74,00",Connecticut,M,Beige,Primavera,"4,1",No,Entrega al día siguiente,No,32,Dinero,Trimestral
2170,31,Masculino,Abrigo,Ropa de abrigo,"$42,00",Florida,M,Marrón,Otoño,"2,9",No,Entrega al día siguiente,No,32,Transferencia bancaria,Quincenal
2171,40,Masculino,Jersey,Ropa,"$32,00",South Carolina,M,Turquesa,Otoño,"4,0",No,Entrega al día siguiente,No,37,Venmo,Trimestral
2172,39,Masculino,Bermudas,Ropa,"$98,00",Missouri,M,Amarillo,Verano,"4,6",No,Recogida en tienda,No,9,Dinero,Quincenal
2173,28,Masculino,Falda,Ropa,"$89,00",Rhode Island,S,Lavanda,Otoño,"2,8",No,Recogida en tienda,No,6,PayPal,Quincenal
2174,23,Masculino,Guantes,Accesorios,"$97,00",Delaware,S,Cian,Verano,"5,0",No,Envío en 2 días,No,36,Venmo,Trimestral
2175,42,Masculino,Mochila,Accesorios,"$49,00",Colorado,S,Aceituna,Primavera,"2,9",No,Recogida en tienda,No,1,Dinero,Anualmente
2176,68,Masculino,Traje,Ropa,"$50,00",Nebraska,M,Plata,Primavera,"3,3",No,Envío gratis,No,48,Tarjeta de crédito,Quincenal
2177,24,Masculino,Cinturón,Accesorios,"$91,00",Vermont,S,Rojo,Invierno,"3,4",No,Envío en 2 días,No,44,Tarjeta de débito,Trimestral
2178,24,Masculino,Guantes,Accesorios,"$93,00",Montana,XL,Verde,Invierno,"3,0",No,Express,No,9,PayPal,Quincenal
2179,21,Masculino,Joyas,Accesorios,"$98,00",Florida,M,Oro,Verano,"4,7",No,Estándar,No,32,Venmo,Anualmente
2180,49,Masculino,Medias,Ropa,"$82,00",Delaware,L,Lavanda,Otoño,"2,9",No,Entrega al día siguiente,No,14,PayPal,Mensual
2181,41,Masculino,Abrigo,Ropa de abrigo,"$37,00",Connecticut,M,Amarillo,Verano,"4,1",No,Recogida en tienda,No,43,Dinero,Trimestral
2182,22,Masculino,Bolso,Accesorios,"$63,00",Hawaii,M,Negro,Otoño,"3,2",No,Envío gratis,No,32,Transferencia bancaria,Quincenal
2183,42,Masculino,Blusa,Ropa,"$99,00",New Mexico,M,Granate,Invierno,"2,7",No,Recogida en tienda,No,26,Venmo,Quincenal
2184,30,Masculino,Bermudas,Ropa,"$37,00",Kansas,M,Granate,Primavera,"4,7",No,Recogida en tienda,No,2,Dinero,Mensual
2185,38,Masculino,Zapatos,Calzado,"$34,00",Nevada,S,Oro,Primavera,"3,2",No,Envío gratis,No,16,PayPal,Trimestral
2186,40,Masculino,Bermudas,Ropa,"$32,00",North Carolina,M,Violeta,Invierno,"2,5",No,Express,No,50,Tarjeta de débito,Trimestral
2187,55,Masculino,Sandalias,Calzado,"$23,00",New Mexico,XL,Verde azulado,Invierno,"4,3",No,Entrega al día siguiente,No,6,PayPal,Trimestral
2188,37,Masculino,Blusa,Ropa,"$78,00",Idaho,M,Violeta,Primavera,"4,4",No,Envío gratis,No,20,PayPal,Anualmente
2189,41,Masculino,Abrigo,Ropa de abrigo,"$54,00",California,M,Marrón,Invierno,"4,7",No,Entrega al día siguiente,No,9,Tarjeta de crédito,Semanalmente
2190,38,Masculino,Blusa,Ropa,"$94,00",Wisconsin,XL,Marrón,Otoño,"4,0",No,Express,No,47,Tarjeta de crédito,Quincenal
2191,42,Masculino,Cinturón,Accesorios,"$75,00",Alaska,S,Granate,Primavera,"4,6",No,Express,No,33,Tarjeta de crédito,Anualmente
2192,26,Masculino,Blusa,Ropa,"$69,00",Pennsylvania,S,Granate,Verano,"3,8",No,Entrega al día siguiente,No,46,Dinero,Quincenal
2193,41,Masculino,Bufanda,Accesorios,"$35,00",Virginia,L,Amarillo,Invierno,"3,2",No,Entrega al día siguiente,No,9,Tarjeta de crédito,Mensual
2194,27,Masculino,Camisa,Ropa,"$78,00",California,L,Turquesa,Primavera,"5,0",No,Express,No,8,PayPal,Mensual
2195,61,Masculino,Medias,Ropa,"$29,00",Kentucky,M,Plata,Verano,"3,5",No,Estándar,No,48,Transferencia bancaria,Trimestral
2196,58,Masculino,Vaqueros,Ropa,"$62,00",New York,M,Marrón,Otoño,"3,7",No,Entrega al día siguiente,No,2,Dinero,Mensual
2197,25,Masculino,Traje,Ropa,"$58,00",Vermont,M,Gris,Primavera,"4,8",No,Entrega al día siguiente,No,31,PayPal,Semanalmente
2198,33,Masculino,Botas,Calzado,"$88,00",Pennsylvania,M,Índigo,Verano,"3,7",No,Envío en 2 días,No,40,Venmo,Mensual
2199,57,Masculino,Bufanda,Accesorios,"$80,00",New York,L,Turquesa,Verano,"3,5",No,Envío gratis,No,35,Venmo,Mensual
2200,39,Masculino,Bufanda,Accesorios,"$47,00",North Carolina,M,Granate,Verano,"4,9",No,Recogida en tienda,No,40,Tarjeta de débito,Mensual
2201,60,Masculino,Guantes,Accesorios,"$51,00",Wyoming,L,Carbón,Verano,"4,7",No,Entrega al día siguiente,No,27,Tarjeta de débito,Trimestral
2202,39,Masculino,Pantalones,Ropa,"$25,00",Ohio,L,Durazno,Primavera,"4,9",No,Envío en 2 días,No,10,Venmo,Anualmente
2203,42,Masculino,Traje,Ropa,"$36,00",Alabama,M,Rojo,Verano,"4,3",No,Entrega al día siguiente,No,23,Tarjeta de crédito,Semanalmente
2204,53,Masculino,Traje,Ropa,"$79,00",Rhode Island,M,Índigo,Invierno,"3,1",No,Envío gratis,No,32,Dinero,Trimestral
2205,20,Masculino,Vaqueros,Ropa,"$41,00",Oregon,S,Lavanda,Invierno,"3,4",No,Envío en 2 días,No,6,Tarjeta de débito,Mensual
2206,46,Masculino,Jersey,Ropa,"$68,00",North Dakota,XL,Rojo,Otoño,"2,7",No,Express,No,27,PayPal,Semanalmente
2207,46,Masculino,Sandalias,Calzado,"$51,00",Illinois,L,Verde,Primavera,"2,6",No,Recogida en tienda,No,25,Transferencia bancaria,Quincenal
2208,69,Masculino,Bolso,Accesorios,"$38,00",New Mexico,M,Gris,Otoño,"2,9",No,Entrega al día siguiente,No,11,Tarjeta de crédito,Anualmente
2209,28,Masculino,Bufanda,Accesorios,"$46,00",Colorado,XL,Violeta,Verano,"2,7",No,Envío en 2 días,No,23,PayPal,Mensual
2210,42,Masculino,Sandalias,Calzado,"$20,00",Utah,XL,Beige,Verano,"4,5",No,Envío en 2 días,No,44,Transferencia bancaria,Trimestral
2211,30,Masculino,Gafas de sol,Accesorios,"$25,00",Virginia,M,Naranja,Verano,"3,1",No,Recogida en tienda,No,35,PayPal,Quincenal
2212,50,Masculino,Jersey,Ropa,"$89,00",Maine,L,Púrpura,Invierno,"3,2",No,Envío gratis,No,45,Tarjeta de débito,Trimestral
2213,59,Masculino,Pantalones,Ropa,"$77,00",Nebraska,M,Marrón,Invierno,"3,3",No,Entrega al día siguiente,No,22,Transferencia bancaria,Trimestral
2214,54,Masculino,Sombrero,Accesorios,"$94,00",Hawaii,M,Granate,Otoño,"2,9",No,Express,No,18,Tarjeta de débito,Trimestral
2215,50,Masculino,Cinturón,Accesorios,"$100,00",Idaho,L,Oro,Otoño,"4,1",No,Estándar,No,20,Tarjeta de débito,Semanalmente
2216,25,Masculino,Sandalias,Calzado,"$96,00",West Virginia,M,Índigo,Invierno,"2,7",No,Express,No,28,Tarjeta de crédito,Quincenal
2217,41,Masculino,Pantalones,Ropa,"$36,00",Vermont,XL,Plata,Invierno,"4,0",No,Recogida en tienda,No,15,Venmo,Quincenal
2218,35,Masculino,Joyas,Accesorios,"$27,00",Indiana,XL,Rojo,Otoño,"2,6",No,Recogida en tienda,No,42,Transferencia bancaria,Quincenal
2219,67,Masculino,Gafas de sol,Accesorios,"$67,00",Idaho,M,Magenta,Invierno,"3,5",No,Recogida en tienda,No,20,Tarjeta de débito,Trimestral
2220,33,Masculino,Blusa,Ropa,"$91,00",Minnesota,S,Púrpura,Otoño,"2,8",No,Recogida en tienda,No,16,Transferencia bancaria,Quincenal
2221,19,Masculino,Cinturón,Accesorios,"$62,00",Wyoming,XL,Beige,Otoño,"4,5",No,Recogida en tienda,No,47,Dinero,Anualmente
2222,25,Masculino,Bermudas,Ropa,"$88,00",Kansas,XL,Blanco,Otoño,"3,0",No,Envío gratis,No,34,Tarjeta de crédito,Anualmente
2223,32,Masculino,Pantalones,Ropa,"$66,00",Georgia,M,Verde azulado,Verano,"4,4",No,Recogida en tienda,No,30,Tarjeta de crédito,Semanalmente
2224,30,Masculino,Sandalias,Calzado,"$65,00",Kansas,M,Gris,Otoño,"4,7",No,Entrega al día siguiente,No,5,PayPal,Trimestral
2225,18,Masculino,Guantes,Accesorios,"$25,00",Nebraska,L,Carbón,Invierno,"4,3",No,Estándar,No,38,Dinero,Trimestral
2226,38,Masculino,Cinturón,Accesorios,"$64,00",Washington,S,Aceituna,Primavera,"4,8",No,Envío gratis,No,18,Tarjeta de crédito,Anualmente
2227,22,Masculino,Camisa,Ropa,"$72,00",Missouri,L,Azul,Primavera,"4,8",No,Recogida en tienda,No,28,Dinero,Anualmente
2228,40,Masculino,Bufanda,Accesorios,"$74,00",Washington,S,Gris,Verano,"4,4",No,Entrega al día siguiente,No,42,Tarjeta de crédito,Quincenal
2229,54,Masculino,Guantes,Accesorios,"$50,00",Kansas,M,Verde,Otoño,"3,7",No,Envío gratis,No,5,Tarjeta de crédito,Semanalmente
2230,70,Masculino,Pantalones,Ropa,"$97,00",Minnesota,M,Plata,Otoño,"3,9",No,Express,No,50,Venmo,Mensual
2231,52,Masculino,Zapatillas,Calzado,"$36,00",Colorado,S,Verde azulado,Primavera,"3,8",No,Express,No,33,Venmo,Quincenal
2232,34,Masculino,Chaqueta,Ropa de abrigo,"$49,00",Utah,M,Beige,Otoño,"4,1",No,Recogida en tienda,No,1,Tarjeta de crédito,Semanalmente
2233,65,Masculino,Zapatos,Calzado,"$64,00",North Carolina,L,Lavanda,Primavera,"4,0",No,Recogida en tienda,No,14,Dinero,Quincenal
2234,38,Masculino,Blusa,Ropa,"$31,00",Florida,XL,Gris,Verano,"4,5",No,Express,No,48,Tarjeta de crédito,Mensual
2235,35,Masculino,Botas,Calzado,"$66,00",New Hampshire,S,Amarillo,Invierno,"4,0",No,Express,No,26,Dinero,Semanalmente
2236,40,Masculino,Medias,Ropa,"$82,00",Illinois,M,Gris,Primavera,"4,5",No,Envío en 2 días,No,44,Tarjeta de crédito,Anualmente
2237,23,Masculino,Camiseta,Ropa,"$88,00",Louisiana,M,Amarillo,Invierno,"2,7",No,Estándar,No,18,Tarjeta de débito,Quincenal
